Name;Length;WingSpan;WingArea;EmptyMass;MaxFuelMass;CritAirSpd;CritAirSpdMach;CritGearSpd;CombatFlaps;TakeoffFlaps;CritFlapsSpd;CritWingOverload;NumEngines;RPM;MaxNitro;NitroConsum;CritAoA
fiat_g91_r4;10.415;8.558;16.38;3477;1256;1128;0.97;345;20;33;0.1,620.4,1,345;-118180,250000;1;3500,10120,14000;0;0;21,-14,18,-17
fiat_g91_y;11;9.01;18.1;4350;2520;1128;1;371;20;33;0.1,620.4,1,371;-155000,380000;2;5500,16500,17500;0;0;21,-14,20,-17
fiat_g91_ys;11;9.01;18.1;4350;2520;1128;1;371;20;33;0.1,620.4,1,371;-155000,380000;2;5500,16500,17500;0;0;21,-14,20,-17
firebrand_tf4;11.91;15.62;35.4;5970;771;750;0.76;300;20;33;0.3,420,1,250;-185000,345000;1;500,2700,3100;0;0;18.7,-13,17.5,-15
firefly_mk1;11.46;13.57;30.48;4670;617;720;0.8;270;20;33;0,700,0.2,600,0.3,330,1,242;-152700,275000;1;450,2750,3100;0;0;18,-17,15.7,-20
firefly_mk5;11.46;13.57;31.48;5273;509.84;720;0.8;280;20;33;0,700,0.2,600,0.3,330,1,250;-200000,298000;1;450,2750,3100;0;0;18,-17,15.7,-20
fj_4b;11.07;11.92;31.44;6695;2591;1166;1.4;435;20;33;0.1,620.4,1,435;-211000,458600;1;3000,8300,10000;0;0;18.5,-14,19.5,-17
fokker_d21_mod20;8.11;11;15.8;1642;270;735;0.78;290;0;0;0.1,380,0.5,280,1,240;-60332,140774;1;600,2750,3100;0;0;16.5,-12,15,-14
fokker_d21_serie3_finland;8.11;11;15.8;1577;270;735;0.78;290;0;0;0.1,380,0.5,280,1,240;-60332,140774;1;600,2750,3100;0;0;16.5,-12,15,-14
fokker_g1a;11.5;17.16;38.3;3810;702;610;0.65;280;20;33;0.1,350,1,230;-103005,269500;2;600,2750,3100;0;0;16.5,-12,15,-14
fury_mk1;8.24;11.79;23.41;1303;161;600;0.75;600;0;0;;-40208,88458;1;450,2500,3000;0;0;18,-16,18,-16
fury_mk2;8.24;11.79;23.41;1362;161;600;0.75;600;0;0;;-40208,88458;1;450,2900,3000;0;0;18,-16,18,-16
fw-190a-1;8.85;10.38;18.3;3192;410;912;0.83;310;0;13;0.1,900,0.13,700,0.58,310;-132435,264870;1;600,2700,3000;0;0;17.5,-12,17,-12
fw-190a-4;8.85;10.506;18.3;3340;410;912;0.83;310;0;13;0.1,900,0.13,700,0.58,310;-132435,264870;1;600,2700,3000;0;0;17.5,-12,17,-12
fw-190a-5;8.95;10.506;18.3;3353;410;912;0.83;310;0;13;0.1,900,0.13,700,0.58,310;-132435,264870;1;600,2700,3000;0;0;17.5,-12,15.4,-12
fw-190a-5_cannons;8.95;10.506;18.3;3467;410;912;0.83;310;0;13;0.1,900,0.13,700,0.58,310;-132435,264870;1;600,2700,3000;0;0;17.5,-12,15.4,-12
fw-190a-5_u14;8.95;10.506;18.3;3285;410;912;0.83;310;0;13;0.1,900,0.13,700,0.58,310;-132435,264870;1;600,2700,3000;0;0;17.5,-12,15.4,-12
fw-190a-5_u2;8.95;10.506;18.3;3273;410;912;0.83;310;0;13;0.1,900,0.13,700,0.58,310;-132435,264870;1;600,2700,3000;0;0;17.5,-12,15.4,-12
fw-190a-8;8.95;10.506;18.3;3607;410;912;0.83;310;0;13;0.1,900,0.13,700,0.58,310;-132435,264870;1;600,2700,3000;0;0;17.5,-12,17,-12
fw-190a-8_france;8.95;10.506;18.3;3457;410;912;0.83;310;0;13;0.1,900,0.33,700,1,310;-132435,264870;1;600,2700,3000;0;0;17.5,-12,17,-12
fw-190c;9.5;12.3;20.3;3613;410;912;0.83;310;0;13;0.1,900,0.13,700,0.58,310;-132435,264870;1;500,2700,2900;0;0;17.5,-12,17,-12
fw-190d-12;10.2;10.506;18.3;3728;388;912;0.83;310;0;13;0.1,900,0.13,700,0.58,310;-132435,264870;1;1354,3250,3650;85;0.048;17.5,-12,17,-12
fw-190d-13;10.2;10.506;18.3;3686;388;912;0.83;310;0;13;0.1,900,0.13,700,0.58,310;-132435,264870;1;1354,3250,3650;85;0.048;17.5,-12,17,-12
fw-190d-9;10.2;10.506;18.3;3570;388;912;0.83;310;0;13;0.1,900,0.13,700,0.58,310;-132435,264870;1;1354,3250,3650;85;0.048;17.5,-12,17,-12
fw-190f-8;8.95;10.506;18.3;3457;410;912;0.83;310;0;13;0.1,900,0.13,700,0.58,310;-132435,264870;1;600,2700,3000;0;0;17.5,-12,17,-12
fw_189a_1;12.025;18.4;37.8;3350;324;525;0.65;190;20;33;0.1,250,1,185;-103005,196000;2;2790,3100,3400;0;0;16.5,-17.7,15,-15
fw_200c_1;23.85;32.84;142.58;11429;8060;450;0.7;200;20;33;0.1,350,1,200;-268650,268650;4;500,2550,2650;0;0;15,-11.8,14,-13
g4m1;19.97;24.88;74.1248;6741;3323;540;0.8;300;20;33;0.1,450,1,250;-186200,242060;2;600,2450,3100;0;0;16,-12,15,-19
g5n1;31.015;42;201.78;16221;9524;520;0.65;280;20;33;0.1,380,1,230;-413805,551740;4;600,2450,2600;0;0;18,-15.4,17,-15
g8n1;22.935;32.54;112;18781;11808;680;0.645;330;20;33;0.1,340,1,270;-314200,418950;4;600,3001,3200;0;0;15,-13,15,-16.5
g_55_serie1;9.372;11.85;21.08;3090;405;840;0.82;260;20;33;0.1,460,1,260;-105000,210000;1;500,2800,3150;0;0;17.2,-14,15.1,-17
g_55_serie1_ss0;9.372;11.85;21.08;3030;405;840;0.82;260;20;33;0.1,460,1,260;-105000,210000;1;500,2800,3150;0;0;17.2,-14,15.1,-17
g_55s;9.372;11.85;21.08;2990;405;840;0.82;260;20;33;0.1,460,1,260;-105000,210000;1;500,2800,3150;0;0;17.2,-14,15.1,-17
g_56;9.372;11.85;21.08;3195;435;840;0.82;360;20;33;0.1,460,1,260;-105000,210000;1;450,2700,2900;0;0;17.2,-14,15.1,-17
g_lynx;16;4.5;3.2;3350;1450;460;0.79;420;0;0;;-70000,130000;2;16000,27700,36000;0;0;28.6,-28,22.6,-21
gl_832;8.74;14.5;29.46;1108;350;450;0.83;550;0;0;;-127138,171757;1;450,2200,2450;0;0;17,-14.5,16.5,-13
gladiator_j8a;8.36;12.541;29.1;1732.5;282;600;0.75;560;0;33;0.1,520.4,1,320.4;-62000,124000;1;450,2750,3100;0;0;17,-17,16,-15
gladiator_mk1_belgium;8.36;12.541;29.1;1732.5;282;600;0.75;560;0;33;0.1,520.4,1,320.4;-62000,124000;1;450,2750,3100;0;0;17,-17,16,-15
gladiator_mk2;8.36;12.541;29.1;1732.5;282;560;0.75;560;0;33;0.1,520.4,1,320.4;-62000,124000;1;450,2650,3100;0;0;17,-17,16,-15
gladiator_mk2_navy;8.36;12.541;29.1;1864;282;560;0.75;560;0;33;0.1,520.4,1,320.4;-62000,124000;1;450,2650,3100;0;0;17,-17,16,-15
gladiator_mk2_tuck;8.36;12.541;29.1;1732.5;282;560;0.75;560;0;33;0.1,520.4,1,320.4;-62000,124000;1;450,2650,3100;0;0;17,-17,16,-15
go229_v3;7.47;16.8;38.58;4800;2400;980;0.92;450;20;33;0.1,580.4,1,380.4;-179812,360000;2;2700,10000,12000;0;0;17,-13.35,14,-22
h6k4;24.4;40;167.64;12066;8824;437;0.7;450;20;33;0.1,520.4,1,320.4;-280000,365000;4;450,2550,2800;0;0;17,-11,14,-12
h8k2;28.118;38;160;17474.5;12158.7;560;0.7;450;20;33;0.1,420,1,260;-512695,683550;4;150,2600,3000;100;0.0942;15,-11,14,-14
h8k3;28.118;38;160;17474.5;12158.7;560;0.7;450;20;33;0.1,420,1,260;-512695,683550;4;150,2600,3000;100;0.0942;15,-11,14,-14
h_34;17.51;3.2;1.2;3870;757;380;0.79;420;0;0;;-100000,250000;1;600,2700,3300;0;0;28.6,-28,22.6,-21
h_34_france;17.51;3.2;1.2;3870;757;380;0.79;420;0;0;;-100000,250000;1;600,2700,3300;0;0;28.6,-28,22.6,-21
h_75a_1_france;8.69;11.37;21.93;2122;379.8;681;0.78;290;20;33;0.1,520.4,1,232;-88325,149373;1;600,2700,3185;0;0;17.57,-17.7,16,-15
h_75a_2_finland;8.69;11.37;21.93;2194;379.8;770;0.78;290;20;33;0.1,520.4,1,232;-90723,150093;1;600,2550,3185;0;0;17.57,-17.7,16,-15
h_75a_4_france;8.69;11.37;21.93;2198;379.7;770;0.78;290;20;33;0.1,520.4,1,232;-88325,149373;1;600,2500,3100;0;0;17.57,-17.7,16,-15
halifax_mk3;21.82;31.75;117.9;16000;5980;541;0.7;260;20;33;0.1,520,1,260;-396900,600000;4;450,2800,3200;0;0;16,-13,21.9,-16
harrier_frs1;14.3;7.7;18.6;5910;2335;1191;1.25;648;0;33;0.2,973,0.32,833,1,556;-220000,560000;1;4900,7510,10000;223;2.4;21,-21,21,-20
harrier_gr1;14.3;7.7;18.6;5520;2292;1191;1.25;648;0;33;0.2,973,0.32,833,1,556;-220000,560000;1;4800,7460,10000;223;2.4;21,-21,21,-20
harrier_gr3;14.3;7.7;18.6;5570;2335;1191;1.25;648;0;33;0.2,973,0.32,833,1,556;-220000,560000;1;4900,7510,10000;223;2.4;21,-21,21,-20
harrier_gr7;14.12;9.25;21.6;5705;3520;1137;1.1;648;0;33;0.2,973,0.32,833,1,556;-220000,560000;1;4900,7510,10000;227;2.4;23,-21,23,-21
hawk_iii;7.14;12.76;24.32;1517;310;600;0.7;280;0;0;;-57494,114989;1;500,2200,2520;0;0;17.5,-12,17,-12
he-111h-16_winter;16.4;22.6;86.2;7100;3000;480;0.6;300;20;33;0.1,350,1,260;-156380,200380;2;420,2600,2750;0;0;14,-13,12,-10
he-111h-2;16.4;22.6;86.2;6700;2050;480;0.6;350;20;33;0.1,420,1,260;-156380,200380;2;420,2400,2550;0;0;14,-13,12,-10
he-111h-6;16.4;22.6;86.2;7020;3000;480;0.6;350;20;33;0.1,420,1,260;-156380,200380;2;420,2600,2750;0;0;14,-13,12,-10
he-162a-2;9.05;7.2;11.6085;1877;475;1040;0.9;350;20;33;0.1,700,1,500;-78787,138787;1;3000,9800,11000;0;0;15.2,-14.78,14,-17
he-177a-5;20.4;31.44;102;19100;6248.8;682.5;0.7;260;20;33;0.1,450,1,280;-205000,510000;2;500,2800,3150;0;0;16,-11.8,15,-15
he51a1;8.438;13.75;27.23;1601;152;500;0.7;500;20;33;0.1,520.4,1,320.4;-46107,101435;1;600,1700,2000;0;0;18,-15,17,-15
he51b1;8.438;13.75;27.23;1621;303;550;0.7;550;20;33;0.1,520.4,1,320.4;-55328,110657;1;600,1700,2000;0;0;18,-15,17,-15
he51b_2w;8.438;13.75;27.23;1757;152;500;0.7;500;20;33;0.1,520.4,1,320.4;-46107,101435;1;600,1700,2000;0;0;18,-15,17,-15
he51c1;8.438;13.75;27.23;1635;303;550;0.7;550;20;33;0.1,520.4,1,320.4;-55328,110657;1;600,1700,2000;0;0;18,-15,17,-15
he51c1_late;8.438;13.75;27.23;1647;303;550;0.7;550;20;33;0.1,520.4,1,320.4;-55328,110657;1;600,1700,2000;0;0;18,-15,17,-15
he_100d_1;8.2;9.4;13.42;2158;250;820;0.8;320;20;33;0.1,500,0.5,450,0.7,390,1,280;-66000,148000;1;450,2400,3000;0;0;17,-16,13,-16
he_112a_0;8.9;11.5;21.6;1900;200;680;0.7;300;20;33;0.1,420,1,270;-87572.8,109466;1;400,2700,2800;0;0;17.2,-17,14.1,-20
he_112b_0;9.3;9.1;16.98;1911;200;730;0.8;300;20;33;0.1,520.4,1,320.4;-87572.8,109466;1;400,2700,2800;0;0;17.2,-17,14.1,-20
he_112b_1;9.3;9.1;16.98;1911;200;730;0.8;300;20;33;0.1,520.4,1,320.4;-87572.8,109466;1;400,2700,2800;0;0;17.2,-17,14.1,-20
he_112b_2;9.3;9.1;16.98;2000;200;730;0.8;450;20;33;0.1,520.4,1,320.4;-87572.8,109466;1;445,2700,2800;0;0;17.2,-17,14.1,-20
he_112v_5;8.9;11.5;21.6;1900;200;680;0.7;300;20;33;0.1,420,1,270;-87572.8,109466;1;400,2700,2800;0;0;17.2,-17,14.1,-20
he_115a_2_sweden;17.3;22.2;87.48;6560;1780;480;0.6;350;20;33;0.1,420,1,260;-156380,200380;2;500,2550,2650;0;0;14,-13,12,-10
he_115c_1;17.3;22.2;87.48;7145;2550;480;0.6;350;20;33;0.1,420,1,260;-156380,200380;2;500,2550,2650;0;0;14,-13,12,-10
he_219a_7;15.54;18.5;44.49;10800;1925;787;0.75;310;20;33;0.1,490,1,310;-450000,690000;2;500,2700,3200;0;0;17.2,-14.5,20,-14
hkp2;16;4;0.6;890;440;270;0.6;320;0;0;;-40000,83000;1;5000,34000,39000;0;0;28.6,-28,22.6,-21
hkp3c;15;3.2;1.26;2390;833;300;0.79;420;0;0;;-100000,250000;1;3000,6600,10000;0;0;28.6,-28,22.6,-21
hkp9a_cb2;16;4;0.6;1420;444;300;0.6;320;0;0;;-40000,83000;2;2000,6000,7200;0;0;28.6,-28,22.6,-21
hkp9a_cb3_fc;16;4;0.6;1420;444;300;0.6;320;0;0;;-40000,83000;2;2000,6000,7200;0;0;28.6,-28,22.6,-21
hornet_mk1;12;13.7;33.48;5970;1185;826;0.8;324;20;33;0.1,380,1,287;-158000,320000;2;450,3000,3300;0;0;16,-15.1,18.5,-16
hornet_mk3;12;13.7;33.48;6050;1761;826;0.8;324;20;33;0.1,380,1,287;-158000,320000;2;450,3000,3300;0;0;16,-15.1,18.5,-16
hp52_hampden;12.7;17.17;43.57;3745;1489.3;550;0.65;225;20;33;0.1,401,1,201;-72765,145530;2;600,2750,2975;0;0;15,-14.2,14.4,-12.2
hp52_hampden_mk1_late;16.25;21.1328;62.1;6583;1442;506;0.75;225;20;33;0.1,410,1,210;-125167,208612;2;600,2600,2825;0;0;21,-12,17,-17
hp52_hampden_tbmk1;16.25;21.1328;62.1;6683;1442;506;0.75;225;20;33;0.1,410,1,210;-125167,208612;2;600,2600,2825;0;0;21,-12,17,-17
hp52_hampden_tbmk1_ussr_utk1;16.25;21.1328;62.1;6700;1442;506;0.75;225;20;33;0.1,410,1,210;-125167,208612;2;600,2600,2825;0;0;21,-12,17,-17
hs-129b-2;9.84;14.2;29;4517;450;630;0.69;295;20;33;0.1,314,0.33,252,1,190;-165370,257250;2;450,3030,3420;0;0;16,-14.5,14.5,-13.5
hs-129b-3;9.84;14.2;29;4517;450;630;0.69;295;20;33;0.1,314,0.33,252,1,190;-165370,257250;2;450,3030,3420;0;0;16,-14.5,14.5,-13.5
hs_123a_1;8.66;12.961;24.85;1649;200;577;0.7;590;20;33;0.1,320,0.5,240,1,190;-79461,119192;1;500,2049,2600;0;0;18,-12,17,-12
hudson_mk_v;13.51;19.96;51.18;5985;1754;564;0.65;235;20;33;0.1,340,1,235;-198000,396000;2;300,2700,2900;0;0;17,-13,16.5,-12
hunter_f1;12.8;10.26;31.56;5970.31;1190;1193;1.6;450;20;33;0.1,648,1,465;-203792,430000;1;2750,7900,10000;0;0;15.9,-14,14.5,-17
hunter_f4_mk50;12.8;10.26;31.56;6210;1368.6;1193;1.6;450;20;33;0.1,648,1,465;-203792,430000;1;2750,7900,10000;0;0;15.9,-14,14.5,-17
hunter_f58a;12.8;10.26;31.56;6110;2448;1225;1.6;450;20;33;0.1,648,1,465;-245000,540000;1;2750,8000,10000;0;0;16.1,-14,14.5,-17
hunter_f6;12.8;10.26;31.56;6400;1368.6;1193;1.6;450;20;33;0.1,648,1,465;-225000,470000;1;2750,8000,10000;0;0;16.1,-14,14.5,-17
hunter_f6_holland;12.8;10.26;31.56;6400;2448;1193;1.6;450;20;33;0.1,648,1,465;-225000,470000;1;2750,8000,10000;0;0;16.1,-14,14.5,-17
hunter_f9;12.8;10.26;31.56;6110;1368.6;1225;1.6;450;20;33;0.1,648,1,465;-245000,540000;1;2750,8000,10000;0;0;16.1,-14,14.5,-17
hurricane_mk1;9.58;12.192;23.93;2619;314;660;0.79;320;20;33;0.1,285,0.4,235,1,202;-101386,180806;1;600,3000,3600;0;0;18,-8,17,-14
hurricane_mk1b;9.58;12.192;23.93;2899;314;660;0.79;320;20;33;0.1,285,0.4,235,1,202;-101386,180806;1;600,3000,3600;0;0;18,-8,17,-14
hurricane_mk1c;9.58;12.192;23.93;2949;314;660;0.79;320;20;33;0.1,285,0.4,235,1,202;-101386,180806;1;600,3000,3600;0;0;18,-8,17,-14
hurricane_mk4;9.58;12.192;23.93;2873;314;660;0.79;320;20;33;0.1,285,0.4,235,1,202;-101386,180806;1;600,3000,3600;0;0;18,-8,17,-14
hurricanemkii;9.58;12.192;23.93;2881;314;660;0.79;320;20;33;0.1,285,0.4,235,1,202;-101386,180806;1;600,3000,3600;0;0;18,-8,17,-14
hurricanemkii_ussr;9.58;12.192;23.93;2731;314;660;0.79;320;20;33;0.1,285,0.4,235,1,202;-101386,180806;1;600,3000,3600;0;0;18,-8,17,-14
i-153_m62;6.175;12.24;22.14;1489;240;580;0.7;450;0;0;;-55407,112545;1;500,2200,2400;0;0;21,-16,21,-16
i-153p;6.175;12.24;22.14;1489;240;580;0.7;450;0;0;;-55407,112545;1;500,2200,2350;0;0;21,-16,21,-16
i-15_1934;6.1;9.75;23.55;1079;232;560;0.75;560;0;0;0.1,520.4,1,320.4;-26923,67306;1;400,1960,2350;0;0;18,-16,17,-16
i-15_1935;6.1;9.75;23.55;926;232;560;0.75;560;0;0;0.1,520.4,1,320.4;-26923,67306;1;300,1600,2200;0;0;18,-16,17,-16
i-15_1935_moscow;6.1;9.75;23.55;1079;232;560;0.75;560;0;0;0.1,520.4,1,320.4;-26923,67306;1;400,2100,2350;0;0;18,-16,17,-16
i-15bis;6.275;12.36;22.5;1376;225;580;0.7;580;0;0;;-54200,108400;1;400,2100,2500;0;0;
i-15bis_krasnolutsky;6.275;12.36;22.5;1376;225;580;0.7;580;0;0;;-54200,108400;1;400,2100,2500;0;0;
i-16_chung_28;5.985;9;12.38;1286;150;660;0.75;260;20;33;1,700;-44463,103746;1;500,2200,2520;0;0;19,-15,17,-12
i-16_type10;6.074;9.004;12.38;1431;150;700;0.75;260;0;0;1,260;-66218,132435;1;400,2200,2500;0;0;19,-15,17,-12
i-16_type17;6.074;9.004;12.38;1513;150;700;0.75;260;0;0;1,260;-66218,132435;1;400,2200,2500;0;0;19,-15,17,-12
i-16_type18;6.074;9.004;12.38;1546;150;700;0.75;260;0;0;1,260;-66218,132435;1;500,2200,2350;0;0;19,-15,17,-12
i-16_type24;6.13;9.004;12.38;1597;150;700;0.75;260;20;33;0.1,420,0.5,320,1,260;-66218,132435;1;500,2300,2500;0;0;19,-15,17,-12
i-16_type27;6.074;9.004;12.38;1511;150;700;0.75;260;0;0;1,260;-66218,132435;1;500,2200,2350;0;0;19,-15,17,-12
i-16_type28;6.13;9.004;12.38;1691;150;700;0.75;260;20;33;0.1,420,0.5,320,1,260;-66218,132435;1;500,2300,2500;0;0;19,-15,17,-12
i-16_type5;5.985;9;12.38;1237.9;150;700;0.75;260;20;33;1,700;-44463,103746;1;400,2100,2350;0;0;19,-15,17,-12
i-225;9.5;11;18.4;3290;325;820;0.82;320;0;33;0.1,400,0.5,320,1,280;-95594,210306;1;500,2500,2700;0;0;19.5,-12,18,-18
i_180;6.88;10.09;14;2113;280;670;0.8;260;0;33;0.1,420,0.5,320,1,250;-76518,153036;1;450,2375,2800;0;0;20,-16,18.5,-14
i_180_event01;6.88;10.09;14;2113;280;670;0.8;260;0;33;0.1,420,0.5,320,1,250;-76518,153036;1;450,2375,2800;0;0;20,-16,18.5,-14
i_180_event02;6.88;10.09;14;2113;280;670;0.8;260;0;33;0.1,420,0.5,320,1,250;-76518,153036;1;450,2375,2800;0;0;20,-16,18.5,-14
i_180_event04;6.88;10.09;14;2113;280;670;0.8;260;0;33;0.1,420,0.5,320,1,250;-76518,153036;1;450,2375,2800;0;0;20,-16,18.5,-14
i_185_m71_standard;8.05;9.8;13.53;3147;480;800;0.81;320;20;33;0.1,400,0.5,320,1,280;-112563,225125;1;600,2300,2630;0;0;22,-18,18,-18
i_185_m82;8.1;9.8;13.53;2782;480;800;0.81;320;20;33;0.1,400,0.5,320,1,280;-112563,225125;1;500,2400,2700;0;0;22,-18,18,-18
i_29;9.8;14;31.1866;4086;935;680;0.75;320;0;0;0.1,380,1,280;-254722,445763;2;450,2700,2850;0;0;18.1,-13,17,-14.5
iar-81c;8.97;11;16.5;2383;330;680;0.72;280;20;33;0.1,800,0.5,780,1,750;-117232,156310;1;400,2300.05,2800;0;0;17,-12,17,-19
iar_316b;16;4;0.6;950;453;310;0.6;320;0;0;;-40000,83000;1;5000,34000,44000;0;0;28.6,-28,22.6,-21
il-10;11.12;13.4;30;5477;535;720;0.7;450;0;33;0.1,520.4,1,320.4;-419488,419488;1;500,2500,2700;0;0;17.5,-16.5,17.5,-12
il-10_1946;11.12;13.4;30;5477;535;720;0.7;450;0;33;0.1,520.4,1,320.4;-419488,419488;1;500,2500,2700;0;0;17.5,-16.5,17.5,-12
il-2i;11.45;14.6;38.5;4181;470;620;0.6065;320;0;0;0.1,470,1,270;-356250,356250;1;450,2150,2291.17;0;0;16.7,-13,16,-14.5
il-2m;11.65;14.6;38.5;4838;650.75;620;0.6065;320;20;33;0.1,470,1,270;-356250,356250;1;450,2350,2500;0;0;16.7,-13,16,-14.5
il-2m_mstitel;11.65;14.6;38.5;4838;650.75;620;0.6065;320;20;33;0.1,470,1,270;-356250,356250;1;450,2350,2500;0;0;16.7,-13,16,-14.5
il-4;14.79;21.44;66.7;5915;3000;600;0.75;320;0;0;0.1,480,0.5,380,1,280;-134480,268961;2;450,2375,2600;0;0;18,-15,16,-18
il_28;17.65;21.45;60.78;12819.9;6600;850;0.82;400;20;33;0.1,600,1,400;-379812,739812;2;5000,11561,16000;0;0;15,-13.35,12,-22
il_28sh;17.65;21.45;60.78;12819.9;6600;850;0.82;400;20;33;0.1,600,1,400;-379812,739812;2;5000,11561,16000;0;0;15,-13.35,12,-22
il_2_1941;11.45;14.6;38.5;4181;470;620;0.6065;320;0;0;0.1,470,1,270;-356250,356250;1;450,2150,2291.17;0;0;16.7,-13,16,-14.5
il_2_37_1943;11.45;14.6;38.5;4838;550.75;620;0.6065;320;0;33;0.1,470,1,270;-356250,356250;1;450,2350,2500;0;0;16.7,-13,16,-14.5
il_2_m82;11.45;14.6;40.5;4858;550;620;0.6065;320;0;0;0.1,470,1,270;-356250,356250;1;400,2500,3197.99;0;0;16.7,-13,16,-14.5
il_2m_1943;11.45;14.6;38.5;4916;550.75;620;0.6065;320;0;33;0.1,470,1,270;-356250,356250;1;450,2350,2500;0;0;16.7,-13,16,-14.5
il_8;12.5;14.6;39.02;5488;650.75;620;0.6065;320;0;33;0.1,470,1,270;-356250,356250;1;500,2500,2700;0;0;16.7,-13,16,-14.5
intruder_mk_1;14.32;18.694;43.1813;5532;886;665;0.703;296;20;33;0.1,445,1,296;-131700,263400;2;550,2700,2800;0;0;16,-15.5,14.5,-13
itp-m1;9.2;10;16.4;2886;613;800;0.8;320;20;33;0.1,380,0.5,320,1,260;-112563,225125;1;450,2050,2250;0;0;22,-12,18,-18
j1n1_mod11_early;12.3;17;32.2;4142;1613;712.5;0.73;350;20;33;0.1,450,1,290;-184232,286583;2;500,2750,3000;0;0;15.5,-13.75,15,-14
j2m2;9.895;10.8;20.05;2475;424.8;820;0.81;350;20;33;0.1,515,1,280;-141561,188748;1;400,2600,2800;126;0.06;18,-14.5,17,-14.01
j2m3;9.895;10.8;20.05;2649;424.8;820;0.81;350;20;33;0.1,515,1,280;-141561,188748;1;400,2600,2800;126;0.06;18,-14.5,17,-14.01
j2m4;10.08;10.8;20.05;3170;424.8;820;0.81;350;20;33;0.1,515,1,280;-141561,188748;1;400,2600,2800;126;0.06;17,-14.5,16,-14.01
j2m4_kai;10.08;10.8;20.05;3170;424.8;820;0.81;350;20;33;0.1,515,1,280;-141561,188748;1;400,2600,2800;126;0.06;17,-14.5,16,-14.01
j2m5;9.895;10.8;20.05;2715;424.8;820;0.81;350;20;33;0.1,515,1,280;-141561,188748;1;400,2600,2800;126;0.06;18,-14.5,17,-14.01
j2m5_30mm;9.895;10.8;20.05;2715;424.8;820;0.81;350;20;33;0.1,515,1,280;-141561,188748;1;400,2600,2800;126;0.06;18,-14.5,17,-14.01
j5n1;11.5;14;30.8;5819;959;810;0.73;320;20;33;0.1,450,1,280;-114047,342142;2;400,3000,3500;250;0.1577;16.5,-13.75,16,-14
j6b;7.28;11.99;23.88;1136;240;560;0.6;560;0;0;;-44931,89862;1;450,1950,2250;0;0;17.5,-16,17.5,-16
j6k1;10.118;12.5;23.68;3216;536.55;780;0.85;320;20;33;0.1,520.4,0.5,280;-168743,224990;1;550,3100,3250;290;0.085;16.2,-13.8,15,-13.01
j7w1;9.76;11.1;20.496;4400;588;900;0.8;450;20;33;0.1,520.4,1,320.4;-159043,270000;1;400,2900,3200;150;0.075;19.5,-15,18.5,-15
j8m1;5.92;9.3;17.4;1610;2030;1040;1.05;550;20;0;0.1,620.4,1,420.4;-81280,171280;1;100,1600,2600;0;0;18,-18,17,-17
j9_early;8.18;10.97;20;2311;285.7;770;0.78;290;20;33;0.1,520.4,1,232;-88325,149373;1;600,2700,3185;0;0;17.57,-17.7,16,-15
j_10a;14.6;9.2;37;8300;5945;1543;2.1;620;0;0;;-210000,540000;1;5500,8350,8950;0;0;35,-32,35,-31
j_11;21.93;14.7;61.98;16870;9400;1540;2.35;700;0;90;0.2,1018,1,600;-480000,1.35e+06;2;5500,8350,8950;0;0;30,-20,29,-22
j_11a;21.93;14.7;61.98;16870;9400;1540;2.35;700;0;90;0.2,1018,1,600;-480000,1.35e+06;2;5500,8350,8950;0;0;30,-20,29,-22
j_7_mk2;14.1;7.15;22.98;5512;2336;1365;2.2;500;0;33;0.1,740,1,450.4;-210000,425810;1;3000,11500,14000;0;0;30,-22,28,-25
j_7d;14.1;7.15;22.98;5710;3484;1365;2.205;700;0;55;0.1,740,1,450.4;-270000,475810;1;3000,11500,14000;0;0;30,-22,28,-25
j_7e;14.1;8.32;24.84;5610;3379;1365;2.2;500;0;33;0.1,740,1,450.4;-210000,425810;1;3000,11500,14000;0;0;32,-22,30,-25
j_8b;14.1;9.3;42;9830;6750;1365;2.2;500;0;33;0.1,550.4,1,450.4;-380000,823200;2;3000,11500,14000;0;0;30,-22,28,-25
j_8f;14.1;9.3;42;9860;6750;1365;2.2;500;0;33;0.1,550.4,1,450.4;-380000,823200;2;3000,11500,14000;0;0;30,-22,28,-25
jaguar_a;16.95;8.69;24;7500;6169;1273;1.5;481;20;33;0.2,1500,0.33,525,1,410;-322000,644000;2;5200,13600,14100;0;0;28,-24,28.5,-22
jaguar_e;17.53;8.69;24;7800;6169;1273;1.5;481;20;33;0.2,1500,0.33,525,1,410;-322000,644000;2;5200,13600,14100;0;0;28,-24,28.5,-22
jaguar_gr1;16.95;8.69;24;7500;6169;1273;1.5;481;20;33;0.2,1500,0.33,525,1,410;-322000,644000;2;5200,13600,14100;0;0;28,-24,28.5,-22
jaguar_gr1a;16.95;8.69;24;7540;6169;1273;1.5;481;20;33;0.2,1500,0.33,525,1,410;-322000,644000;2;5200,13600,14100;0;0;28,-24,28.5,-22
jaguar_is;16.95;8.69;24;7500;6169;1273;1.5;481;20;33;0.2,1500,0.33,525,1,410;-322000,644000;2;5200,13600,14100;0;0;28,-24,28.5,-22
javelin_fmk9;17.15;15.85;85.98;14200;3192;1041;1.1;407;20;33;0.2,540,1,370;-410000,750000;2;2500,8000,9000;0;0;22,-20,22,-20
jf_17;14.1;9.4;24.36;6590;4757;1430;1.76;500;0;33;0.1,926,1,450.4;-266000,532000;1;5500,8350,8950;0;0;27,-18,27,-18
